36095,2019,NEW YORK,Schoharie,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36095,2020,NEW YORK,Schoharie,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36095,2021,NEW YORK,Schoharie,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36095,2022,NEW YORK,Schoharie,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36097,2016,NEW YORK,Schuyler,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36097,2017,NEW YORK,Schuyler,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36097,2018,NEW YORK,Schuyler,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36097,2019,NEW YORK,Schuyler,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36097,2020,NEW YORK,Schuyler,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36097,2021,NEW YORK,Schuyler,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36097,2022,NEW YORK,Schuyler,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36099,2016,NEW YORK,Seneca,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36099,2017,NEW YORK,Seneca,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36099,2018,NEW YORK,Seneca,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36099,2019,NEW YORK,Seneca,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36099,2020,NEW YORK,Seneca,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36099,2021,NEW YORK,Seneca,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36099,2022,NEW YORK,Seneca,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36101,2016,NEW YORK,Steuben,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36101,2017,NEW YORK,Steuben,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36101,2018,NEW YORK,Steuben,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36101,2019,NEW YORK,Steuben,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36101,2020,NEW YORK,Steuben,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36101,2021,NEW YORK,Steuben,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36101,2022,NEW YORK,Steuben,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36103,2016,NEW YORK,Suffolk,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36103,2017,NEW YORK,Suffolk,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36103,2018,NEW YORK,Suffolk,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36103,2019,NEW YORK,Suffolk,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36103,2020,NEW YORK,Suffolk,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36103,2021,NEW YORK,Suffolk,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36103,2022,NEW YORK,Suffolk,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36105,2016,NEW YORK,Sullivan,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36105,2017,NEW YORK,Sullivan,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36105,2018,NEW YORK,Sullivan,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36105,2019,NEW YORK,Sullivan,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36105,2020,NEW YORK,Sullivan,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36105,2021,NEW YORK,Sullivan,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36105,2022,NEW YORK,Sullivan,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36107,2016,NEW YORK,Tioga,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36107,2017,NEW YORK,Tioga,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36107,2018,NEW YORK,Tioga,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36107,2019,NEW YORK,Tioga,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36107,2020,NEW YORK,Tioga,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36107,2021,NEW YORK,Tioga,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36107,2022,NEW YORK,Tioga,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36109,2016,NEW YORK,Tompkins,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36109,2017,NEW YORK,Tompkins,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36109,2018,NEW YORK,Tompkins,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36109,2019,NEW YORK,Tompkins,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36109,2020,NEW YORK,Tompkins,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36109,2021,NEW YORK,Tompkins,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36109,2022,NEW YORK,Tompkins,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36111,2016,NEW YORK,Ulster,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36111,2017,NEW YORK,Ulster,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36111,2018,NEW YORK,Ulster,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36111,2019,NEW YORK,Ulster,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36111,2020,NEW YORK,Ulster,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36111,2021,NEW YORK,Ulster,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36111,2022,NEW YORK,Ulster,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36113,2016,NEW YORK,Warren,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36113,2017,NEW YORK,Warren,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36113,2018,NEW YORK,Warren,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36113,2019,NEW YORK,Warren,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36113,2020,NEW YORK,Warren,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36113,2021,NEW YORK,Warren,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36113,2022,NEW YORK,Warren,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36115,2016,NEW YORK,Washington,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36115,2017,NEW YORK,Washington,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36115,2018,NEW YORK,Washington,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36115,2019,NEW YORK,Washington,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36115,2020,NEW YORK,Washington,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36115,2021,NEW YORK,Washington,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36115,2022,NEW YORK,Washington,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36117,2016,NEW YORK,Wayne,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36117,2017,NEW YORK,Wayne,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36117,2018,NEW YORK,Wayne,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36117,2019,NEW YORK,Wayne,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36117,2020,NEW YORK,Wayne,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36117,2021,NEW YORK,Wayne,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36117,2022,NEW YORK,Wayne,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36119,2016,NEW YORK,Westchester,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36119,2017,NEW YORK,Westchester,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36119,2018,NEW YORK,Westchester,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36119,2019,NEW YORK,Westchester,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36119,2020,NEW YORK,Westchester,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36119,2021,NEW YORK,Westchester,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36119,2022,NEW YORK,Westchester,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36121,2016,NEW YORK,Wyoming,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36121,2017,NEW YORK,Wyoming,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36121,2018,NEW YORK,Wyoming,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36121,2019,NEW YORK,Wyoming,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36121,2020,NEW YORK,Wyoming,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36121,2021,NEW YORK,Wyoming,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36121,2022,NEW YORK,Wyoming,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36123,2016,NEW YORK,Yates,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36123,2017,NEW YORK,Yates,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36123,2018,NEW YORK,Yates,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36123,2019,NEW YORK,Yates,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36123,2020,NEW YORK,Yates,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36123,2021,NEW YORK,Yates,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
36123,2022,NEW YORK,Yates,SONYMA Down Payment Assistance Loan (DPAL),Down payment assistance,Down payment and closing cost assistance loan,"Down payment assistance up to a fixed dollar cap or percentage of purchase price (often around 3%5%), forgivable after 10 years if conditions met",2
40143,2018,OKLAHOMA,TULSA,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3
40143,2019,OKLAHOMA,TULSA,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3
40143,2020,OKLAHOMA,TULSA,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3
40143,2021,OKLAHOMA,TULSA,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3
40143,2022,OKLAHOMA,TULSA,Tulsa Remote,Remote worker relocation,Relocation payment; housing support,"$10,000 total (typically $2,500 upfront + $7,500 after 1 year) + access to subsidized/co?working housing",3
48001,2016,TEXAS,Anderson,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48001,2017,TEXAS,Anderson,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48001,2018,TEXAS,Anderson,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48001,2019,TEXAS,Anderson,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48001,2020,TEXAS,Anderson,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48001,2021,TEXAS,Anderson,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48001,2022,TEXAS,Anderson,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48003,2016,TEXAS,Andrews,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48003,2017,TEXAS,Andrews,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48003,2018,TEXAS,Andrews,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
48003,2019,TEXAS,Andrews,Texas State Affordable Housing Corporation (TSAHC) DPA Programs,Down payment assistance; mortgage credit,Down payment assistance; mortgage credit certificates,Non?repayable grants or deferred loans typically around 3%5% of loan amount; MCC provides federal income tax credit on mortgage interest,1
